Participant,Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11830,1,saving,succession,seriously,sorry,surreptiously,supplying,sounding,,,,,,,,,,,,,,,,,,,,,,,,,,
11831,1,sneak,scissors,slip,syringe,spiral,slippery,simply,somewhere,sort,stratify,strategy,still,,,,,,,,,,,,,,,,,,,,,
11837,1,south,sore,sedimentary,settlement,sail,sea,sat,souvenir,savior,survivor,satisfactory,safe,sentimental,soon,,,,,,,,,,,,,,,,,,,
11839,1,so,scent,sequentially,sign,sigh,system,,,,,,,,,,,,,,,,,,,,,,,,,,,
11843,1,share,store,stick,some,sale,say,social,staple,stamina,style,sick,sigh,smell.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,2,Sequence ,satin ,sexy ,summer ,stimulate ,subtract ,subway ,same ,sex ,similarity ,salvation ,salutation,,,,,,,,,,,,,,,,,,,,,
1202,2,Sashay,sound,sand,salt,safe,sag,sap,sarong,salamander,salacious,sat,satin,say,saw,sabbatical,sacrum,sugar,seem,says,,,,,,,,,,,,,,
1203,2,Snake ,sunshine ,some ,savour ,sinister ,sap ,siskin ,sailboat ,sail ,supper ,soap ,snake,,,,,,,,,,,,,,,,,,,,,
1204,2,snoop,soap,satisfy ,simple,suri,silly,source,sent,sample,scissors,slippers,soccer,sat,situated,side,screen,,,,,,,,,,,,,,,,,
1205,2,Stealthy,stupid,sometime,somewhat,stutter,sought,symbol,such,subtle,subway,something,salver,silver,stupid,,,,,,,,,,,,,,,,,,,
1206,2,Songs ,silver ,sweetheart ,sophisticated ,sophistry ,sacrosanct ,silver ,solder ,soldier ,sex ,sectarian ,sweetheart ,snow ,stag ,,,,,,,,,,,,,,,,,,,
1207,2,Super ,sequin ,salt ,serious ,stark ,shock ,shark ,symmetry ,shed ,snarky ,sparky,shampoo ,seizure ,sapling ,sort ,slangier,sensitive ,superior ,spank ,,,,,,,,,,,,,,
1208,2,sure ,shallow ,segue,stitches ,slovenly ,smattering ,snitch ,spell ,special ,squirrel ,stem ,stall ,,,,,,,,,,,,,,,,,,,,,
1209,2,Sit ,spin ,suspense ,sushi ,straight ,stream ,spot ,syringe ,supple ,serpent ,servant ,strange ,Sabbath ,sort ,satirical ,,,,,,,,,,,,,,,,,,
1210,2,SOS ,sarsaparilla ,satisfy ,sauce ,sanctify ,subcutaneous ,submarine ,suspect ,suspicion ,sandwich ,sorry ,safe ,sock ,shoe ,stick ,,,,,,,,,,,,,,,,,,
1211,2,Soon ,sea ,sore ,save ,soap ,savvy ,stop ,start ,stay ,steal ,straw ,string ,strain ,strength ,slave ,slaw ,slope ,slow ,speak ,spoke ,spam ,sprain ,sprocket ,swell ,swank ,swale,,,,,,,
1264,2,Sincere,savour,serendipity,sleep,sour,short,sheriff,stetsum,sand,sure,see,scull,stolen,scared,scar,some,space,,,,,,,,,,,,,,,,
1265,2,Since,sat,seat,sex,security,shovel,soft,soften,seam,sea-breeze,season,situation,sour,shit,said,sad,secure,,,,,,,,,,,,,,,,
1267,2,Solid,spongy,salamander,secret,solve,set,size,short,salad,source,sort,swivel,swing,swallow,salivate,sortie,,,,,,,,,,,,,,,,,
1268,2,Sister,sallow,same,sensor,sore,special,spaghetti,static,state,swallow,sleigh,sketch,shallow,shame,slime,smile,stake,snipe,snippet,sense,scheme,scatter,,,,,,,,,,,
1270,2,Sugar,stable,sufficient,soft,sand,switch,shake,simple,screw,,,,,,,,,,,,,,,,,,,,,,,,
1272,2,Soon,sand,sane,send,seminar,sincere,single,some,sum,satisfied,sushi,sun,summer,sundown,,,,,,,,,,,,,,,,,,,
1273,2,Sat,silly,sun,sorrow,suture,sin,screen,suture,sorry,shallow,skin,saturate,,,,,,,,,,,,,,,,,,,,,
1278,2,Sure,sift,sensational,sorry,sycamore,sweater,socks,satchel,sack,sanctimonious,,,,,,,,,,,,,,,,,,,,,,,
12100,2,Smile,signature,sensible,satisfaction,sausage,single,straight,sound,significant,shadow,symphony,,,,,,,,,,,,,,,,,,,,,,
12104,2,Sugar,sometimes,sane,social,silly,salty,salt,showman,symptom,sex,summer,sand,snow,sky,sea,sun,,,,,,,,,,,,,,,,,
12105,2,System,sinecure,spot,salad,sauce,soporific,somnolent,sleep,sarcastic,steep,sweep,sloppy,smug,spell,sum,spun,star,swipe,,,,,,,,,,,,,,,
12107,2,"Sunflower,","salmon,","soil,","study,","say,","soy,","stand,","slight,","sit,","smitten,","snog,","slate,","slake,","slither,","sloth,","spout,","spore,","sprout,","school,",stool,,,,,,,,,,,,,
12133,2,"Slow,","sinking,","scenario,","strata,","single,","small,","stupid,","spacious,","spat,","sinner,","strobe,","street,","straight,","stick,","switch,","send,","similar,","steady,","sieve,","symmetrical,","sense,","secret,",,,,,,,,,,,
12135,2,"Soon,","stop,","sack,","silly,","someplace,","store,","sample,","section,","shoot,","stamp,","stag,","shallow,","sporting,","silo,","stun,","spare,","spit,","son,","storm,",,,,,,,,,,,,,,
12136,2,"Sink,","storm,","sorrow,","sad,","sparrow,","sentence,","scissors,","stove,","size,","silver,","sort,","swim,","struggle,","sad,","steps,","simple,","screw,",semblance,,,,,,,,,,,,,,,
12159,2,"Salmon,","suck,","sapphire,","setting,","sun,","ship,","shiny,","special,","spasmodic,","sphere,","single,","solitary,","sundial,","satisfaction,","simple,","street,",,,,,,,,,,,,,,,,,
12160,2,Sister,security,sex,sanctify,sell,sallyforth,salamander,ship,steam,stop,start,support,suppose,supply,stamen,,,,,,,,,,,,,,,,,,
12161,2,"Sock,","shoe,","slipper,","slip,","sunflower,","sun,","spice,","sauce,","sedan,","scooter,","soccer,","savings,","symmetry,",,,,,,,,,,,,,,,,,,,,
12164,2,Saw,safety,season,sail,salt,Samson,seas,silly,certify,scale,scar,scratch,scream,still,start,step,salt,season,selfish,,,,,,,,,,,,,,
12165,2,Something,season,seashore,seashell,shell,seesaw,sabre,sudden,socks,sucks,something,somewhere,sometime,sum,some,sugar,shack,sudden,savour,somebody,sallow,sack,,,,,,,,,,,
12166,2,Sierra,sea,sugar,September,seven,summer,sat,single,sextant,sobering,September,summer,solo,sapphire,,,,,,,,,,,,,,,,,,,
12191,2,Saturn,sclerosis,simple,seductive,scary,sometimes,summer,somewhere,success,sadistic,saddened,safety,samurai,,,,,,,,,,,,,,,,,,,,
12252,2,"Sugar,","spice,","skunk,","silly,","super,","special,","sentiment,","senior,","several,","smelly,","singular,",sick,,,,,,,,,,,,,,,,,,,,,
12263,2,"Space,","solution,","September,","succumb,","seven,","sentiment,","soccer,","suction,","special,","sensitive,","sense,","secret,","sanitary,",,,,,,,,,,,,,,,,,,,,
12203,2,"sing,","song,","sight,","several,","six,","side,","source,","sign,","signed,","site,","since,","signal,","sift,",sieve,,,,,,,,,,,,,,,,,,,
12280,2,"Same,","simple,","suffix,","save,","similar,","survey,",site,,,,,,,,,,,,,,,,,,,,,,,,,,
12287,2,"Shore,","sea,","stay,","solve,","solution,","sing,","song,","scribe,","scribbler,","sun,","son,","silly,","sometimes,","sunshine,","sav,","slob,","savvy,",sensible,,,,,,,,,,,,,,,
BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12288,2,Something,sunflower,sorrow,slip,strip,stun,sully,sage,serious,surround,syrup,salacious,,,,,,,,,,,,,,,,,,,,,
12289,2,sierra,serious,simple,saturated,sycophantic,saline,satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,
12291,2,so,some,saw,sorry,sassafras,solemn,sale,sudden,syndrome,sink,seldom,shook,sleeve,slam,slang,smut,,,,,,,,,,,,,,,,,
12293,2,sit,solo,seen,sing,sigh,significant,soap,sand,sail,sac,self,sofa,soft,soaking,silly,septic,string,straw,sling,slap.,,,,,,,,,,,,,
12295,2,snake,serpent,saint,sun,silver,socks,shoes,straps,star,sky,silk,satin,sheer,shine,sorbet,skin,sex,sunflower,,,,,,,,,,,,,,,
12296,2,sap,sail,sack,sarsaparilla,sea,said,sex,scent,self,secular,sue,solemn,suck,suds,sin,simple,sight,subtle,sell.,,,,,,,,,,,,,,
12301,2,start,spontaneous,sponge,syringe,squirrel,speed,swift,scissors,sieve,Swiss chard,surround,semantic,semi,semaphore,,,,,,,,,,,,,,,,,,,
12312,2,success,store,sunny,stupid,serious,surround,sling,summit,suit,skirt,sweater,shoes,slipper,surreal,sublime,sundae,,,,,,,,,,,,,,,,,
12318,2,soul,sew,soon,sung,several,such,sometimes,saw,sky,star,seem,said,shoe,,,,,,,,,,,,,,,,,,,,
12321,2,sabot,sabre,sable,sack,sachet,sacred,sacristy,sad,saddle,sage,sail,Sake,salary,sale,same,sane,sanctimonious,soap,several,steeple,,,,,,,,,,,,,
12322,2,salamander,salad,snake,saskatoonberry,sassafras,subtraction,salmonella,shit,supposition,suppository,silk,scissors,sunbathe,,,,,,,,,,,,,,,,,,,,
12323,2,soon,superlative,since,supper,socks,syntax,supercilious,swim,sea,swine,success,simple,sapper,,,,,,,,,,,,,,,,,,,,
12324,2,squirrel,skunk,sincere,silent,special,super,seal,sore,silicone,serpent,sea,see,spider,slide,slippery,,,,,,,,,,,,,,,,,,
12326,2,sample,set,skunk,square,settee,single,sex,sinus,sunset,somebody,super,sincere,,,,,,,,,,,,,,,,,,,,,
12327,2,sorry,sleep,snob,smell,solo,snap,smack,smote,snake,syntax,synapse,silicone,silly,,,,,,,,,,,,,,,,,,,,
12348,2,so,sorry,saxophone,sun,sarcastic,strong,style,sly,sky,scrunch,soak,scrub,sore,soon,,,,,,,,,,,,,,,,,,,
12350,2,seems,sow,sometimes,summer,squash,spinach,street,slip,shovel,shawl,shoot,single,smooth,soft,,,,,,,,,,,,,,,,,,,
12354,2,simple,sample,supple,sincere,sanctuary,sit,sack,sap,star,stay,starch,stich,suck,sweet,silly,sophisticated,spurious,stupid,slap,squash,spit,spot,sputter,,,,,,,,,,
12356,2,see,some,sue,sooth,song,silent,slither,skunk,snake,spider,smooth,stop,start,stay,stammer,spunk,spot,star,sun,summer,,,,,,,,,,,,,
12357,2,sign,sad,silly,sap,sorry,senior,sophisticated,swelling,sorrow,sympathetic,silk,saturated,synthetic,simplistic,surrender,satin,syrup,serene,sand,sarcastic,synthesizer,,,,,,,,,,,,
